INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
1845,Who are you to tell me what to do with my children? I don't take advice from homosexual perverts.,Everyone has the right to respect for their family and privacy: it is an absolute right. But you should respect that of others as well.,LGBT+,V3
1675,We shouldn't welcome Muslim refugees. They are most likely to perpetrate terrorist attacks in Europe.,"We have to accept that terrorism is a problem in many parts of the world and due to people of different faiths, but the more we ignore that, the more dangerous it becomes to think it is caused by one religion.",other,V3
2448,Islam is not about peace. It is a violent religion.,"The problems you are referring to are the result of the spread of violent ideologies. Extremists are responsible, not Islam.",MUSLIMS,V4
2714,All Muslims are incompatible with any Western society.,"Perhaps we should try to understand the religions of the world more closely. Plus, Western societies core values are based on human rights, and the freedom of religion is amongst those.",MUSLIMS,V5
4311,"They are disabled. This means that they are weak, and unworthy of love.",Being disabled does not mean they can't receive and requite love. Don't we all love?,DISABLED,V6_lab
3825,I wonder how many Asians would be willing to be slaves in the US to keep the lights on in black neighborhoods.,Silliness is not a bad thing if you know how to present it with a sense of humor. But this seems like nonsense to stir the pot with racist narrative.,POC,V6_kc
3183,Women need to do the housework and take care of the children because their bodies are made for this.,"What about men contributing more to the cost of childcare and housework, or taking a greater share of the taxes?",WOMEN,V6_sbf
3016,Jews want to rule the world and to be the only existing religion.,"The Jewish people have always been a diverse and inclusive group, also towards people of different faiths.",JEWS,V6_sbf
1403,Islam is a toxic ideology which has no place in 21st Century Britain.,"Islam is a world religion, its followers are all over the world. Diversity of thought and tolerance is what makes the Britain of 21st Century.",MUSLIMS,V2
2260,"Black people are a problem in my opinion. They always complain about racism, but they are incapable of doing anything about it.","One of the biggest problems that black people face is discrimination. Laws are needed to provide for them, but there is also a need for the citizens to respect their rights.",POC,V4
48,Pakistan: 202 Million Nigeria: 193 Million Bangladesh: 165 Million Ethiopia: 107 Million Congo: 84 Million Great Britain: 66 Million  'Ethnic minorities' Don’t make me fucking laugh!,Since when was Great Britain an ethnic group? Or Pakistan for that matter. Or Nigeria...etc,MIGRANTS,V1
4002,"Disabled are like a 6-year-old, they fall for every bullshit they are told.",There is nothing wrong with this. They are open to diversity and are able to embrace others views and culture.,DISABLED,V6_lab
4412,"Muslims have no place in civilised Europe, they can't come here and steal our jobs.","How can you say this about a group that has historically, culturally, and politically been part of the European community for hundreds of years?",other,V6_lab
1327,The Holocaust was an inside job and the CIA played a huge part in making us believe it truly happened.,"The physical evidence of mass murder is undeniable, yet these beliefs have spread. What we have is simply a wound from the past that can be exploited in dangerous conspiracy theories, like this one.",JEWS,V2
1574,All Afro-Caribbean people are illegal immigrants.,"Most countries on earth have laws against immigration. But there are no restrictions on a whole ethnic group, because there is no evidence that what you say is true.",other,V3
2932,Islam is a death cult.,"Islam is an ideology and religion that promotes unity. It is about love, not death.",MUSLIMS,V5
3000,Girls should not be allowed to drive: it's a dangerous vice.,"Women are to be given the same consideration as men, so they can absolutely drive.",WOMEN,V5
4026,I think this girl is gay because of the way she dresses.,"Sure, it's possible to identify someone as gay by their appearance... Don't you think this is really simplistic?",LGBT+,V6_lab
