INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
2650,Islam is a perversion of the true meaning of Christianity.,"If Christianity is about love, respect for other people and standing for what is right, and Islam is about love, respect and standing for what is right as well, then there is not much room left for this kind of reasoning.",MUSLIMS,V5
3462,"Who the fuck is Breonna Taylor? A representative of the people, a nurse, or a front for the government?","Examining the resume of the victim will not help us to solve our problems. The whole problem is the culture of violence, discrimination and ignorance that is still prevalent in many parts of the country.",POC,V6_sbf
1482,"Syrians do not value life, they are merciless assassins trying to conquer richer countries.",Maybe considering that many Syrians fled their homeland in search of safety will change your mind.,MIGRANTS,V2
2446,"Muslims are a problem in my opinion. They try to infiltrate in our society and are not well behaved. They are not good with children, they are not nice people. They say they want to impose their sharia law, and they don't want to integrate.","If Muslims are to be 'proper' members of our society, they have to be a part of our community, have to contribute to our success and have to accept our laws. And they do.",MUSLIMS,V4
2798,"This is not about discrimination, this is about death to the Jews!","You shouldn't be calling for the death of someone who hasn't done anything wrong. Just because a person is Jewish, they shouldn't die.",JEWS,V5
4991,"women are basically childlike, incapable of serious thought and emotion. They should have no equal rights.","Women are human beings with full human rights, full human dignity, and full cognitive abilities. The opportunity for life-long learning should be reserved for misogynists.",WOMEN,V6_mix
4372,Gay men are sick. LGBT people are always messed up.,"We shouldn't be surprised. Lesbians, gays, bisexuals, transgender people, intersex people: every one of them has their own troubles. But don't mistake their problems for ours, because we all have our own troubles.",LGBT+,V6_lab
1413,Has Islam anything to say about how to end global warming? It is their fault.,"On a more concrete level, the causes of climate change are a result of both human activities and the effects of the use of fossil fuels. To assert that there is any role for religion in this requires evidence.",MUSLIMS,V2
818,All Muslims are incompatible with any Western society.,"The Bible, the Quran and the Torah are very very similar in their teachings; if Muslims are incompatible then we must ask ourselves which religions are compatible?",MUSLIMS,V1
543,migrants rape our women.,"Fortunately, women are no longer property. I would like rape to be condemned regardless of the nationalities involved.",MIGRANTS,V1
2169,"Islam is a violent religion that promotes rape, murder and slavery.","The Quran does not advocate the practices listed above, so why do you say that?",MUSLIMS,V4
4776,LGBTI people are a burden on society.,I think it is safe to say that the majority of LGBTI people are significant contributors to the well-being of our societies,LGBT+,V6_mix
3589,Faggots are ruining this country.,"No one is ""ruining this country"". Why would they? This is a country where minorities can be part of the social fabric and build a better society.",LGBT+,V6_kc
1754,Muslims threaten the civilised Europe,"Islam is a religion, and it has been proven time and time again that its teachings do not threaten the very existence of Western civilization.",MUSLIMS,V3
2580,Jews are and should be isolated from society.,"How can you say that Jews should be isolated from society? They have been part of the community throughout history. I can't see any advantages of excluding them, rather a huge loss.",JEWS,V5
4402,Migrants are just happy-go-lucky people who do not take responsibility for their actions. If you want to live here you have to work.,The vast majority of migrants who arrive in the UK are willing to work. They simply do not want to be discriminated against just for being foreigners.,MIGRANTS,V6_lab
1069,"Women should remain at home with the children, that's what they are supposed to do.","Luckily, the vast majority of women, both married and unmarried, have careers. Their husbands usually contribute part of the housework, because this is what they are supposed to do too.",WOMEN,V2
1382,"I, as a Westerner, am afraid of Muslims, because when I see them in public I don't like their islamic behaviour. They can explode anytime.",What exactly is your fear about sharing public places with people of a different religion?,MUSLIMS,V2
1975,Feminism is a waste of time.,What do you think the aim of feminism is? To subvert the will of the majority and take their power? Or to ensure equality for the future?,WOMEN,V3
488,More than half of the prisoners in our jails are foreigners,"I've never been able to find any evidence for this assertion, although it gets repeated regularly.",MIGRANTS,V1
244,Only Jews could have been smart enough to plan and execute such a complicated and intricate plot as 9/11,"An estimated of 400 Jews died on September 11 terrorist attacks, including at least two Israeli citizens. Very smart plan indeed.",JEWS,V1
2157,"We are being invaded by immigrants, mostly from Muslim countries and they are the most hateful.","There is no evidence that immigrants from a certain religion are different from other people, why do you think so?",other,V4
3833,"Women are naturally submissive, they should stop asking for positions of responsibility.","Well that is not true. A woman's career choices should be respected, even if they are not always popular.",WOMEN,V6_kc
2730,Muslims are not like other people. They don't have a soul. They are different from us in that they don't have a conscience and are unable to reason for themselves.,"Just because a religious belief has been historically used to oppress those believers, does not make it opportune to continue doing so.",MUSLIMS,V5
